"GEO_ID","NAME","S1902_C01_001E","S1902_C01_001M","S1902_C01_002E","S1902_C01_002M","S1902_C01_003E","S1902_C01_003M","S1902_C01_004E","S1902_C01_004M","S1902_C01_005E","S1902_C01_005M","S1902_C01_006E","S1902_C01_006M","S1902_C01_007E","S1902_C01_007M","S1902_C01_008E","S1902_C01_008M","S1902_C01_009E","S1902_C01_009M","S1902_C01_010E","S1902_C01_010M","S1902_C01_011E","S1902_C01_011M","S1902_C01_012E","S1902_C01_012M","S1902_C01_013E","S1902_C01_013M","S1902_C01_014E","S1902_C01_014M","S1902_C01_015E","S1902_C01_015M","S1902_C01_016E","S1902_C01_016M","S1902_C01_017E","S1902_C01_017M","S1902_C01_018E","S1902_C01_018M","S1902_C01_019E","S1902_C01_019M","S1902_C01_020E","S1902_C01_020M","S1902_C01_021E","S1902_C01_021M","S1902_C01_022E","S1902_C01_022M","S1902_C01_023E","S1902_C01_023M","S1902_C01_024E","S1902_C01_024M","S1902_C01_025E","S1902_C01_025M","S1902_C01_026E","S1902_C01_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_001E","S1902_C02_001M","S1902_C02_002E","S1902_C02_002M","S1902_C02_003E","S1902_C02_003M","S1902_C02_004E","S1902_C02_004M","S1902_C02_005E","S1902_C02_005M","S1902_C02_006E","S1902_C02_006M","S1902_C02_007E","S1902_C02_007M","S1902_C02_008E","S1902_C02_008M","S1902_C02_009E","S1902_C02_009M","S1902_C02_010E","S1902_C02_010M","S1902_C02_011E","S1902_C02_011M","S1902_C02_012E","S1902_C02_012M","S1902_C02_013E","S1902_C02_013M","S1902_C02_014E","S1902_C02_014M","S1902_C02_015E","S1902_C02_015M","S1902_C02_016E","S1902_C02_016M","S1902_C02_017E","S1902_C02_017M","S1902_C02_018E","S1902_C02_018M","S1902_C02_019E","S1902_C02_019M","S1902_C02_020E","S1902_C02_020M","S1902_C02_021E","S1902_C02_021M","S1902_C02_022E","S1902_C02_022M","S1902_C02_023E","S1902_C02_023M","S1902_C02_024E","S1902_C02_024M","S1902_C02_025E","S1902_C02_025M","S1902_C02_026E","S1902_C02_026M","S1902_C02_027E","S1902_C02_027M"
"id","Geographic Area Name","Total!!Estimate!!All households","Total!!Margin of Error!!All households","Total!!Estimate!!All households!!With earnings","Total!!Margin of Error!!All households!!With earnings","Total!!Estimate!!All households!!With interest, dividends, or net rental income","Total!!Margin of Error!!All households!!With interest, dividends, or net rental income","Total!!Estimate!!All households!!With Social Security income","Total!!Margin of Error!!All households!!With Social Security income","Total!!Estimate!!All households!!With Supplemental Security Income (SSI)","Total!!Margin of Error!!All households!!With Supplemental Security Income (SSI)","Total!!Estimate!!All households!!With cash public assistance income","Total!!Margin of Error!!All households!!With cash public assistance income","Total!!Estimate!!All households!!With retirement income","Total!!Margin of Error!!All households!!With retirement income","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Black or African American","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Black or African American","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!American Indian and Alaska Native","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!American Indian and Alaska Native","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Asian","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Asian","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Some other race","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Some other race","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Total!!Estimate!!Hispanic or Latino origin (of any race)","Total!!Margin of Error!!Hispanic or Latino origin (of any race)","Total!!Estimate!!White alone, not Hispanic or Latino","Total!!Margin of Error!!White alone, not Hispanic or Latino","Total!!Estimate!!PERCENT ALLOCATED!!Household income in the past 12 months","Total!!Margin of Error!!PERCENT ALLOCATED!!Household income in the past 12 months","Total!!Estimate!!PERCENT ALLOCATED!!Family income in the past 12 months","Total!!Margin of Error!!PERCENT ALLOCATED!!Family income in the past 12 months","Total!!Estimate!!PERCENT ALLOCATED!!Individual income in the past 12 months","Total!!Margin of Error!!PERCENT ALLOCATED!!Individual income in the past 12 months","Mean income (dollars)!!Estimate!!All households","Mean income (dollars)!!Margin of Error!!All households","Mean income (dollars)!!Estimate!!All households!!With earnings","Mean income (dollars)!!Margin of Error!!All households!!With earnings","Mean income (dollars)!!Estimate!!All households!!With interest, dividends, or net rental income","Mean income (dollars)!!Margin of Error!!All households!!With interest, dividends, or net rental income","Mean income (dollars)!!Estimate!!All households!!With Social Security income","Mean income (dollars)!!Margin of Error!!All households!!With Social Security income","Mean income (dollars)!!Estimate!!All households!!With Supplemental Security Income (SSI)","Mean income (dollars)!!Margin of Error!!All households!!With Supplemental Security Income (SSI)","Mean income (dollars)!!Estimate!!All households!!With cash public assistance income","Mean income (dollars)!!Margin of Error!!All households!!With cash public assistance income","Mean income (dollars)!!Estimate!!All households!!With retirement income","Mean income (dollars)!!Margin of Error!!All households!!With retirement income","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Black or African American","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Black or African American","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!American Indian and Alaska Native","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!American Indian and Alaska Native","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Asian","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Asian","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Some other race","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Some other race","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Mean income (dollars)!!Estimate!!Hispanic or Latino origin (of any race)","Mean income (dollars)!!Margin of Error!!Hispanic or Latino origin (of any race)","Mean income (dollars)!!Estimate!!White alone, not Hispanic or Latino","Mean income (dollars)!!Margin of Error!!White alone, not Hispanic or Latino","Mean income (dollars)!!Estimate!!PERCENT ALLOCATED!!Household income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT ALLOCATED!!Household income in the past 12 months","Mean income (dollars)!!Estimate!!PERCENT ALLOCATED!!Family income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT ALLOCATED!!Family income in the past 12 months","Mean income (dollars)!!Estimate!!PERCENT ALLOCATED!!Individual income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT ALLOCATED!!Individual income in the past 12 months"
"0500000US06001","Alameda County, California","572012","3657","83.3","0.6","32.1","1.0","24.2","0.6","5.8","0.6","3.2","0.3","15.3","0.6","383396","5714","9.8","0.6","31.4","1.1","34.6","1.2","10.8","0.7","9.4","0.6","4.1","0.4","1647704","*****","41.8","0.6","10.6","0.2","0.6","0.1","29.4","0.3","0.8","0.1","10.4","0.6","6.4","0.4","22.5","*****","31.9","0.1","30.2","(X)","30.4","(X)","24.4","(X)","117667","1974","119709","2138","20683","2245","18417","451","9773","490","3979","377","32005","1446","134797","2340","60924","4546","107340","4170","179784","5348","104734","5743","170272","8021","139705","10584","42376","720","52295","1298","32630","2782","25936","5025","43415","1227","26853","3393","21593","1174","26447","1718","23455","999","60354","1569","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US06007","Butte County, California","85531","2090","68.8","2.3","22.9","2.3","37.1","1.9","8.4","1.5","4.3","1.1","22.5","2.0","50528","2630","22.7","2.7","33.3","3.0","27.9","3.1","8.4","1.9","5.9","1.7","1.7","1.1","226864","*****","82.8","1.1","1.6","0.4","1.1","0.3","4.7","0.5","0.4","0.2","4.2","1.1","5.2","0.9","16.0","*****","72.4","0.3","34.1","(X)","33.4","(X)","29.0","(X)","65703","4086","68225","5333","14710","2742","18460","897","9910","854","4353","857","24449","2420","82166","5666","43051","5488","67154","6296","120345","16548","73431","13625","151317","24333","75520","15188","25938","1552","28350","1792","11917","5417","19265","5265","15073","4762","25120","21222","14782","2865","12147","2762","17327","2142","29732","1987","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US06013","Contra Costa County, California","391288","2968","81.7","0.8","30.6","1.0","28.6","0.7","6.2","0.7","2.7","0.5","19.6","0.8","284811","4838","11.9","0.7","32.6","1.5","31.4","1.3","11.0","1.0","9.2","0.8","3.8","0.6","1135127","*****","58.0","0.9","8.6","0.4","0.3","0.1","16.2","0.5","0.4","0.1","9.2","0.9","7.3","0.7","25.4","*****","44.3","0.1","38.1","(X)","37.8","(X)","29.9","(X)","122204","2677","121933","2835","23602","2209","20332","469","9928","565","4322","716","37304","2475","137599","3406","81621","8426","114074","5851","183450","6836","114683","10062","173004","12084","117587","13366","43120","871","50592","1414","32012","3261","37238","7940","44321","2565","25076","6224","21395","1800","22682","2416","22619","1027","58642","1536","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US06017","El Dorado County, California","69653","2207","74.2","2.1","28.5","2.0","36.2","2.1","6.6","1.7","2.7","0.9","24.9","2.5","48840","2117","19.5","2.4","35.3","3.5","28.2","3.1","8.3","1.8","7.8","1.6","0.8","0.5","185625","*****","87.5","1.2","1.0","0.2","1.3","0.4","4.8","0.5","0.2","0.3","2.0","0.9","3.1","0.9","12.8","*****","77.7","0.4","33.7","(X)","31.9","(X)","27.8","(X)","100639","8397","100049","10490","21633","5027","20439","1189","10645","1674","3108","896","40954","6332","118310","11079","73139","14185","100797","9207","160859","34407","115087","19976","158440","22519","135259","34568","39284","3087","40219","3476","28703","13033","25070","10161","44124","10355","N","N","17130","4106","27786","8512","25754","5369","41753","3826","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US06019","Fresno County, California","303216","2788","77.9","1.1","15.9","1.0","27.3","0.8","8.7","0.9","8.0","0.9","15.4","0.9","219660","3642","16.2","1.1","35.9","1.8","24.0","1.7","11.3","1.1","8.8","1.1","3.8","0.6","979915","*****","65.4","1.2","4.9","0.2","1.0","0.2","10.4","0.2","0.1","0.1","14.7","1.2","3.5","0.5","52.8","*****","29.9","0.1","39.8","(X)","40.8","(X)","30.8","(X)","68967","1851","69958","2290","19244","4660","16712","471","9367","645","3957","367","28008","2287","75526","2319","38073","5428","58621","4514","110012","5766","67024","4953","125930","10534","85478","10299","22518","603","24962","825","18629","4376","18437","3423","22928","2367","21998","12985","13469","922","20189","3687","14896","706","36146","1483","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US06023","Humboldt County, California","54230","1436","71.2","2.5","28.1","3.0","34.5","1.9","9.7","2.2","3.8","1.2","20.2","2.3","28646","1658","18.9","3.0","37.5","3.6","25.5","3.7","10.4","3.4","6.2","2.1","1.5","1.0","136646","*****","81.1","1.3","0.9","0.4","5.3","1.1","3.1","0.7","0.0","0.1","2.3","0.8","7.4","1.5","11.3","*****","74.2","0.7","35.5","(X)","36.5","(X)","29.7","(X)","64617","11004","62531","10473","21147","12923","16543","953","9090","817","3778","1007","27305","3583","72428","5341","56373","8971","60121","11254","95861","9519","65141","10421","110441","16378","78034","14794","26990","4409","26907","1771","9601","7551","11247","2998","13792","3352","N","N","14727","5611","N","N","15446","2287","27847","1984","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US06025","Imperial County, California","44855","1612","73.1","2.7","9.1","2.0","39.4","3.4","8.8","2.0","8.6","2.4","17.0","2.7","34950","1841","20.0","2.7","29.5","3.6","23.0","3.9","11.7","2.9","10.0","3.2","5.8","2.1","180883","*****","61.3","3.6","2.3","0.2","1.0","0.4","1.5","0.1","0.2","0.2","30.1","3.5","3.6","1.1","83.8","*****","11.1","0.1","45.8","(X)","45.5","(X)","30.3","(X)","63208","5087","67274","6419","17012","6110","15582","1066","8507","883","4102","1055","23716","3413","71098","6701","33671","5110","58678","13332","92902","13267","94142","35787","104963","14653","71742","12931","17180","1287","19375","1980","20506","15094","20159","7410","22859","7960","N","N","12505","1488","11632","6933","15259","1267","30482","5146","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US06029","Kern County, California","270359","3011","78.3","1.3","11.2","0.8","26.4","1.0","7.0","0.9","6.3","0.9","14.7","1.1","197797","4543","16.1","1.5","35.1","2.1","26.3","1.7","10.8","1.3","7.5","1.0","4.3","0.8","884788","*****","72.6","1.3","5.4","0.4","1.3","0.5","4.6","0.2","0.4","0.3","12.1","1.1","3.7","0.5","52.8","*****","34.6","0.1","33.3","(X)","32.6","(X)","24.1","(X)","67594","2127","69556","2713","16516","3309","16646","555","8890","445","4536","546","29576","2252","73198","2544","35085","3341","54081","3663","108387","6440","70520","6633","115821","15073","89902","8504","21313","670","22750","850","15815","2006","11629","4437","30575","5769","N","N","14898","1496","15041","3065","14180","697","32067","1330","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US06031","Kings County, California","43090","1044","82.8","2.4","13.2","2.5","24.8","2.0","6.4","1.9","4.4","1.8","17.0","2.2","33611","1852","12.7","2.6","35.2","3.7","28.8","4.3","11.6","3.7","9.1","2.7","2.7","1.6","149785","*****","66.6","3.1","6.7","0.9","1.4","0.4","3.5","0.8","0.3","0.3","17.1","2.7","4.4","1.3","54.2","*****","32.6","0.1","44.0","(X)","43.5","(X)","30.0","(X)","67901","4360","64451","4066","28493","19704","15725","1576","10251","1710","3360","973","27935","5091","71195","5384","46544","25373","55681","7686","87842","8740","67325","10957","118340","19522","69102","19219","20471","1170","22878","1650","17643","7935","16979","7067","30547","9715","39085","20180","11915","1488","13445","4962","14124","1426","29980","2578","(X)","(X)","(X)","(X)","(X)","(X)"
