"GEO_ID","NAME","S1902_C01_001E","S1902_C01_001M","S1902_C01_002E","S1902_C01_002M","S1902_C01_003E","S1902_C01_003M","S1902_C01_004E","S1902_C01_004M","S1902_C01_005E","S1902_C01_005M","S1902_C01_006E","S1902_C01_006M","S1902_C01_007E","S1902_C01_007M","S1902_C01_008E","S1902_C01_008M","S1902_C01_009E","S1902_C01_009M","S1902_C01_010E","S1902_C01_010M","S1902_C01_011E","S1902_C01_011M","S1902_C01_012E","S1902_C01_012M","S1902_C01_013E","S1902_C01_013M","S1902_C01_014E","S1902_C01_014M","S1902_C01_015E","S1902_C01_015M","S1902_C01_016E","S1902_C01_016M","S1902_C01_017E","S1902_C01_017M","S1902_C01_018E","S1902_C01_018M","S1902_C01_019E","S1902_C01_019M","S1902_C01_020E","S1902_C01_020M","S1902_C01_021E","S1902_C01_021M","S1902_C01_022E","S1902_C01_022M","S1902_C01_023E","S1902_C01_023M","S1902_C01_024E","S1902_C01_024M","S1902_C01_025E","S1902_C01_025M","S1902_C01_026E","S1902_C01_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_001E","S1902_C02_001M","S1902_C02_002E","S1902_C02_002M","S1902_C02_003E","S1902_C02_003M","S1902_C02_004E","S1902_C02_004M","S1902_C02_005E","S1902_C02_005M","S1902_C02_006E","S1902_C02_006M","S1902_C02_007E","S1902_C02_007M","S1902_C02_008E","S1902_C02_008M","S1902_C02_009E","S1902_C02_009M","S1902_C02_010E","S1902_C02_010M","S1902_C02_011E","S1902_C02_011M","S1902_C02_012E","S1902_C02_012M","S1902_C02_013E","S1902_C02_013M","S1902_C02_014E","S1902_C02_014M","S1902_C02_015E","S1902_C02_015M","S1902_C02_016E","S1902_C02_016M","S1902_C02_017E","S1902_C02_017M","S1902_C02_018E","S1902_C02_018M","S1902_C02_019E","S1902_C02_019M","S1902_C02_020E","S1902_C02_020M","S1902_C02_021E","S1902_C02_021M","S1902_C02_022E","S1902_C02_022M","S1902_C02_023E","S1902_C02_023M","S1902_C02_024E","S1902_C02_024M","S1902_C02_025E","S1902_C02_025M","S1902_C02_026E","S1902_C02_026M","S1902_C02_027E","S1902_C02_027M"
"id","Geographic Area Name","Total!!Estimate!!All households","Total!!Margin of Error!!All households","Total!!Estimate!!All households!!With earnings","Total!!Margin of Error!!All households!!With earnings","Total!!Estimate!!All households!!With interest, dividends, or net rental income","Total!!Margin of Error!!All households!!With interest, dividends, or net rental income","Total!!Estimate!!All households!!With Social Security income","Total!!Margin of Error!!All households!!With Social Security income","Total!!Estimate!!All households!!With Supplemental Security Income (SSI)","Total!!Margin of Error!!All households!!With Supplemental Security Income (SSI)","Total!!Estimate!!All households!!With cash public assistance income","Total!!Margin of Error!!All households!!With cash public assistance income","Total!!Estimate!!All households!!With retirement income","Total!!Margin of Error!!All households!!With retirement income","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Black or African American","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Black or African American","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!American Indian and Alaska Native","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!American Indian and Alaska Native","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Asian","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Asian","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Some other race","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Some other race","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Total!!Estimate!!Hispanic or Latino origin (of any race)","Total!!Margin of Error!!Hispanic or Latino origin (of any race)","Total!!Estimate!!White alone, not Hispanic or Latino","Total!!Margin of Error!!White alone, not Hispanic or Latino","Total!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Individual income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Individual income in the past 12 months","Mean income (dollars)!!Estimate!!All households","Mean income (dollars)!!Margin of Error!!All households","Mean income (dollars)!!Estimate!!All households!!With earnings","Mean income (dollars)!!Margin of Error!!All households!!With earnings","Mean income (dollars)!!Estimate!!All households!!With interest, dividends, or net rental income","Mean income (dollars)!!Margin of Error!!All households!!With interest, dividends, or net rental income","Mean income (dollars)!!Estimate!!All households!!With Social Security income","Mean income (dollars)!!Margin of Error!!All households!!With Social Security income","Mean income (dollars)!!Estimate!!All households!!With Supplemental Security Income (SSI)","Mean income (dollars)!!Margin of Error!!All households!!With Supplemental Security Income (SSI)","Mean income (dollars)!!Estimate!!All households!!With cash public assistance income","Mean income (dollars)!!Margin of Error!!All households!!With cash public assistance income","Mean income (dollars)!!Estimate!!All households!!With retirement income","Mean income (dollars)!!Margin of Error!!All households!!With retirement income","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Black or African American","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Black or African American","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!American Indian and Alaska Native","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!American Indian and Alaska Native","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Asian","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Asian","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Some other race","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Some other race","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Mean income (dollars)!!Estimate!!Hispanic or Latino origin (of any race)","Mean income (dollars)!!Margin of Error!!Hispanic or Latino origin (of any race)","Mean income (dollars)!!Estimate!!White alone, not Hispanic or Latino","Mean income (dollars)!!Margin of Error!!White alone, not Hispanic or Latino","Mean income (dollars)!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Mean income (dollars)!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Mean income (dollars)!!Estimate!!PERCENT IMPUTED!!Individual income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Individual income in the past 12 months"
"0500000US06001","Alameda County, California","563601","3221","83.2","0.6","24.8","0.7","24.0","0.6","5.5","0.4","3.5","0.4","15.7","0.7","376874","4945","9.9","0.6","33.3","1.1","33.5","1.1","11.1","0.7","8.3","0.6","3.8","0.5","1610921","*****","44.3","0.6","11.5","0.2","0.7","0.1","28.1","0.3","0.8","0.1","8.7","0.6","6.0","0.5","22.7","*****","32.6","0.1","27.9","(X)","28.3","(X)","22.3","(X)","102161","1841","103465","2108","20890","2061","17602","411","10442","461","4197","325","29517","1322","118016","2544","54769","5123","91391","4990","164549","5751","91034","4293","151612","6432","111039","7790","36977","669","44941","1194","25579","1465","24516","3809","38162","1063","26101","6220","18544","1216","24019","4122","19878","709","53386","1534","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US06007","Butte County, California","85366","2243","70.2","2.1","19.1","1.8","34.0","1.9","8.1","1.6","4.2","1.1","21.8","2.0","48522","2308","20.6","2.7","38.0","3.3","28.0","2.9","8.2","1.7","4.0","1.2","1.1","0.8","224241","*****","81.9","1.4","1.6","0.3","2.0","1.3","4.1","0.6","0.1","0.1","3.9","0.9","6.3","1.0","15.5","*****","73.1","0.3","28.3","(X)","28.0","(X)","24.2","(X)","64663","4465","64937","5837","22791","7400","17360","667","10554","1034","3827","879","27130","2832","83465","7073","51691","9611","74424","14809","117450","19417","61418","8193","143209","28633","72917","22370","25842","1705","28250","2050","13935","5596","12045","6964","15025","5619","15352","16437","14802","4316","16089","6500","12830","1720","30016","2326","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US06013","Contra Costa County, California","387936","2538","80.6","0.8","28.4","1.0","27.8","0.7","5.0","0.6","2.8","0.4","18.9","0.9","274585","4311","12.1","0.9","33.7","1.4","30.4","1.3","10.3","1.0","9.8","0.8","3.7","0.6","1111339","*****","59.4","0.9","8.5","0.3","0.5","0.1","15.6","0.4","0.5","0.1","9.0","0.8","6.6","0.6","25.2","*****","45.4","0.1","30.4","(X)","30.9","(X)","24.8","(X)","112627","2962","112177","3319","28504","3871","19195","508","9347","534","4077","634","35154","1858","129908","4248","69326","6091","114373","6116","172625","8708","100939","17534","160604","11172","118100","19503","40141","1042","47406","1669","26888","2392","24022","8040","41992","2603","21534","7054","17961","1537","20293","3357","19926","1088","55298","1900","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US06017","El Dorado County, California","65804","2074","74.1","1.9","31.6","2.5","35.4","1.9","6.1","1.6","3.2","1.1","28.1","2.2","44999","2307","17.0","1.9","33.0","3.5","35.2","3.7","7.3","2.3","5.8","1.5","1.8","0.9","183087","*****","87.7","1.3","0.8","0.4","0.8","0.4","4.3","0.5","0.2","0.2","2.7","1.1","3.5","0.7","12.7","*****","78.6","0.1","31.9","(X)","31.6","(X)","25.3","(X)","95678","6210","95611","7262","20560","4637","19478","1170","10277","1553","3970","1530","33731","3657","108772","5755","65106","10564","90516","10126","140219","10862","96821","19567","157018","21248","131093","40272","35680","2436","36791","2615","28609","26274","33765","27758","45089","13868","N","N","19297","4861","11527","3839","18839","3446","38795","2781","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US06019","Fresno County, California","297993","2670","78.8","1.0","15.1","0.9","25.9","0.8","9.0","0.8","8.7","0.9","14.9","0.8","216377","3798","14.7","1.1","38.5","1.6","24.4","1.4","11.5","1.2","7.0","0.8","3.9","0.6","965974","*****","60.5","1.2","5.2","0.3","0.9","0.2","10.0","0.3","0.3","0.1","19.5","1.3","3.8","0.5","51.9","*****","30.6","0.2","35.1","(X)","35.6","(X)","25.8","(X)","62536","1729","62282","1769","19782","4860","16808","498","10039","497","4360","336","23918","1732","68921","2250","38794","8544","50352","2591","106332","6268","58934","4230","116289","11140","76498","5613","20170","556","23741","826","14894","1677","21624","7122","20045","2044","18400","4378","12001","760","12366","1950","13013","441","33489","1352","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US06023","Humboldt County, California","53195","1629","71.3","2.8","23.0","2.0","31.9","2.2","10.0","2.0","3.5","1.1","18.0","2.0","29682","1461","19.4","3.0","33.5","3.8","28.4","3.8","11.1","2.8","5.4","2.1","2.4","1.3","134809","*****","80.0","1.4","1.6","0.6","5.5","1.3","2.5","0.5","0.0","0.1","4.1","1.4","6.3","1.0","10.8","*****","75.2","0.3","29.5","(X)","31.4","(X)","26.3","(X)","53979","3300","53415","4140","14816","2892","15453","880","9576","887","3199","872","24845","3130","68803","5140","48563","6488","56857","8508","90733","10556","65865","9240","95881","18239","93313","25747","22637","1298","24324","1239","21317","9666","15319","6916","21104","9061","N","N","8333","2404","17919","9361","12018","1868","24893","1295","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US06025","Imperial County, California","43635","1807","77.7","3.1","8.8","1.9","33.1","3.0","12.5","2.5","5.6","1.8","11.3","2.0","33902","2116","12.8","2.6","41.1","4.0","22.0","4.0","12.1","3.3","8.3","2.3","3.8","1.8","179091","*****","67.4","3.7","2.2","0.7","1.8","0.9","1.5","0.2","0.1","0.2","21.9","3.3","5.0","1.6","82.3","*****","12.2","0.2","38.2","(X)","40.3","(X)","26.3","(X)","58528","4171","61297","5319","15766","5715","12810","671","7313","1079","3236","841","21432","5107","66566","5124","28712","5244","48612","7447","104056","15986","57542","10983","119809","16708","83563","19398","16226","1128","17860","1600","9972","5202","19308","4492","56714","19664","N","N","10627","1965","8234","3516","14036","1277","28293","3360","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US06029","Kern County, California","261135","3167","78.3","1.1","12.1","0.9","26.1","0.9","7.6","0.9","7.2","0.9","13.5","0.9","197859","4590","15.7","1.2","37.2","1.8","25.6","1.9","11.2","1.2","7.6","1.0","2.7","0.6","874589","*****","75.9","1.1","5.4","0.3","1.2","0.4","4.7","0.3","0.1","0.1","8.8","1.0","3.9","0.6","51.5","*****","36.0","0.1","30.0","(X)","29.6","(X)","21.3","(X)","65772","1943","67629","2107","16801","3650","16397","554","9979","623","4143","333","30228","2918","70151","2347","37265","3924","58070","4474","97985","4604","64863","5205","100383","7178","99902","20430","20488","576","21562","807","13399","1931","19331","5248","25070","3725","14379","9804","15708","1380","15257","2363","13285","488","31330","1430","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US06031","Kings County, California","41596","1204","78.8","3.2","9.1","1.8","25.6","2.4","7.5","2.0","6.5","2.2","15.5","2.7","32268","1571","18.9","3.7","38.3","4.5","24.7","3.9","7.0","2.4","7.0","2.2","4.2","2.0","150269","*****","62.5","3.1","6.4","0.7","1.8","0.5","3.5","0.4","0.3","0.2","20.8","2.7","4.8","1.4","53.2","*****","33.5","0.1","30.7","(X)","32.4","(X)","19.9","(X)","60030","5404","61173","5420","13061","5445","16362","986","9774","1347","4548","770","23639","4243","65023","6742","24676","4931","48352","5006","94303","10362","74384","21157","142092","60930","83875","10837","17378","1465","19898","1665","16890","6641","9848","3257","23298","7316","N","N","12744","4217","4310","2215","12218","1852","26199","2665","(X)","(X)","(X)","(X)","(X)","(X)"
